Column1,CIK,CONAME,FDATE,FORM,FYRMO,SECFNAME,mda_positive_score,mda_negative_score,mda_polarity_score,mda_average_sentence_length,mda_percentage_of_complex_words,mda_fog_index,mda_complex_word_count,mda_word_count,mda_uncertainty_score,mda_constraining_score,mda_positive_word_proportion,mda_negative_word_proportion,mda_uncertainty_word_proportion,mda_constraining_word_proportion,qqdmr_positive_score,qqdmr_negative_score,qqdmr_polarity_score,qqdmr_average_sentence_length,qqdmr_percentage_of_complex_words,qqdmr_fog_index,qqdmr_complex_word_count,qqdmr_word_count,qqdmr_uncertainty_score,qqdmr_constraining_score,qqdmr_positive_word_proportion,qqdmr_negative_word_proportion,qqdmr_uncertainty_word_proportion,qqdmr_constraining_word_proportion,rf_positive_score,rf_negative_score,rf_polarity_score,rf_average_sentence_length,rf_percentage_of_complex_words,rf_fog_index,rf_complex_word_count,rf_word_count,rf_uncertainty_score,rf_constraining_score,rf_positive_word_proportion,rf_negative_word_proportion,rf_uncertainty_word_proportion,rf_constraining_word_proportion,constraining_words_whole_report
72,5588,AMERICAN PAD & PAPER CO,8/14/1998,10-Q,199808,edgar/data/5588/0000950134-98-006988.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.999999,13,0.431372549,5.37254902,22,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,5588,AMERICAN PAD & PAPER CO,11/13/1998,10-Q,199811,edgar/data/5588/0000005588-98-000008.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.999999,12,0.387755102,4.955102041,19,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,5588,AMERICAN PAD & PAPER CO,11/16/1998,10-Q/A,199811,edgar/data/5588/0000005588-98-000010.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,5907,AT&T CORP,8/13/1999,10-Q,199908,edgar/data/5907/0000005907-99-000027.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,5907,AT&T CORP,11/15/1999,10-Q,199911,edgar/data/5907/0000005907-99-000037.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,5907,AT&T CORP,3/27/2000,10-K,200003,edgar/data/5907/0000005907-00-000014.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,5907,AT&T CORP,5/15/2000,10-Q,200005,edgar/data/5907/0000005907-00-000025.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,5907,AT&T CORP,8/14/2000,10-Q,200008,edgar/data/5907/0000005907-00-000031.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,5907,AT&T CORP,11/14/2000,10-Q,200011,edgar/data/5907/0000005907-00-000038.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,5907,AT&T CORP,1/26/2001,10-K/A,200101,edgar/data/5907/0000005907-01-000002.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,5907,AT&T CORP,4/2/2001,10-K405,200104,edgar/data/5907/0000005907-01-000012.txt,113,205,-0.289308175,21,0.381955909,8.552782364,3933,10297,191,43,0.01097407,0.019908711,0.018549092,0.004175974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
83,5907,AT&T CORP,4/17/2001,10-K405/A,200104,edgar/data/5907/0000005907-01-000015.txt,164,293,-0.282275711,21,0.378422288,8.551368915,6289,16619,266,88,0.009868223,0.017630423,0.016005777,0.005295144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
84,5907,AT&T CORP,5/15/2001,10-Q,200105,edgar/data/5907/0000950123-01-502538.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,5907,AT&T CORP,7/3/2001,10-Q/A,200107,edgar/data/5907/0000950123-01-504075.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,5907,AT&T CORP,8/10/2001,10-Q/A,200108,edgar/data/5907/0000950123-01-505366.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,5907,AT&T CORP,8/14/2001,10-Q,200108,edgar/data/5907/0000950123-01-505598.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,6071,AMES DEPARTMENT STORES INC,9/2/1998,10-Q,199809,edgar/data/6071/0000006071-98-000023.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,6071,AMES DEPARTMENT STORES INC,12/10/1998,10-Q,199812,edgar/data/6071/0000006071-98-000026.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,6071,AMES DEPARTMENT STORES INC,4/5/1999,10-K,199904,edgar/data/6071/0000889812-99-001116.txt,13,21,-0.235294111,24,0.310043668,9.724017467,355,1145,5,1,0.011353712,0.018340611,0.004366812,0.000873362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,6071,AMES DEPARTMENT STORES INC,6/15/1999,10-Q,199906,edgar/data/6071/0000006071-99-000013.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,6071,AMES DEPARTMENT STORES INC,9/14/1999,10-Q,199909,edgar/data/6071/0000006071-99-000015.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,6071,AMES DEPARTMENT STORES INC,12/14/1999,10-Q,199912,edgar/data/6071/0000006071-99-000017.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,6071,AMES DEPARTMENT STORES INC,4/11/2000,10-K,200004,edgar/data/6071/0000006071-00-000002.txt,27,45,-0.249999997,21,0.360275689,8.544110276,1150,3192,32,13,0.008458647,0.014097744,0.010025063,0.004072682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
95,6071,AMES DEPARTMENT STORES INC,6/13/2000,10-Q,200006,edgar/data/6071/0000006071-00-000011.txt,4,20,-0.666666639,21,0.330291971,8.532116788,362,1096,27,7,0.003649635,0.018248175,0.024635036,0.006386861,0,1,-0.999999,11,0.397435897,4.558974359,31,78,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
96,6201,AMR CORP,8/16/1999,10-Q,199908,edgar/data/6201/0000006201-99-000023.txt,13,59,-0.63888888,30,0.362912949,12.14516518,1505,4147,53,15,0.003134796,0.014227152,0.012780323,0.003617073,0,0,0,6,0.461538462,2.584615385,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
97,6201,AMR CORP,11/5/1999,10-Q,199911,edgar/data/6201/0000006201-99-000028.txt,14,55,-0.59420289,29,0.372964169,11.74918567,1603,4298,59,17,0.003257329,0.01279665,0.013727315,0.003955328,0,0,0,9,0.25,3.7,9,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
98,6201,AMR CORP,3/27/2000,10-K405,200003,edgar/data/6201/0000950134-00-002454.txt,21,59,-0.474999994,23,0.39227822,9.356911288,1331,3393,58,25,0.006189213,0.017388742,0.017094017,0.007368111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
99,6201,AMR CORP,5/11/2000,10-Q,200005,edgar/data/6201/0000006201-00-000009.txt,7,21,-0.499999982,32,0.354268293,12.94170732,581,1640,16,14,0.004268293,0.012804878,0.009756098,0.008536585,0,0,0,9,0.257142857,3.702857143,9,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
100,6201,AMR CORP,7/28/2000,10-Q,200007,edgar/data/6201/0000950134-00-006067.txt,15,22,-0.189189184,31,0.3436853,12.53747412,830,2415,26,14,0.00621118,0.009109731,0.010766046,0.005797101,0,0,0,10,0.315789474,4.126315789,12,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
101,6201,AMR CORP,10/26/2000,10-Q,200010,edgar/data/6201/0000006201-00-000017.txt,19,14,0.151515147,33,0.338610378,13.33544415,770,2274,20,6,0.008355321,0.006156552,0.008795075,0.002638522,0,3,-0.999999667,16,0.388888889,6.555555556,56,144,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
102,6201,AMR CORP,3/22/2001,10-K405,200103,edgar/data/6201/0000950134-01-002483.txt,42,48,-0.066666666,22,0.386204971,8.954481988,1383,3581,66,17,0.011728567,0.013404077,0.018430606,0.004747277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
103,6201,AMR CORP,4/24/2001,10-Q,200104,edgar/data/6201/0000950134-01-500665.txt,9,10,-0.052631576,29,0.351877608,11.74075104,506,1438,21,8,0.006258693,0.006954103,0.014603616,0.005563282,0,0,0,20,0.290780142,8.116312057,41,141,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
104,6201,AMR CORP,8/13/2001,10-Q,200108,edgar/data/6201/0000006201-01-500032.txt,10,27,-0.459459447,31,0.334705075,12.53388203,976,2916,40,10,0.003429355,0.009259259,0.013717421,0.003429355,0,0,0,20,0.300813008,8.120325203,37,123,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
105,6201,AMR CORP,10/25/2001,10-Q,200110,edgar/data/6201/0000006201-01-500047.txt,14,56,-0.599999991,28,0.371399177,11.34855967,1444,3888,70,21,0.003600823,0.014403292,0.018004115,0.005401235,0,0,0,18,0.322580645,7.329032258,40,124,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
106,6201,AMR CORP,2/28/2002,10-K405,200202,edgar/data/6201/0000950134-02-001661.txt,34,76,-0.381818178,23,0.39811155,9.35924462,1813,4554,107,44,0.007465964,0.016688625,0.023495828,0.009661836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
107,6201,AMR CORP,4/18/2002,10-Q,200204,edgar/data/6201/0000006201-02-000015.txt,6,15,-0.428571408,30,0.348458406,12.13938336,599,1719,22,4,0.003490401,0.008726003,0.012798138,0.002326934,0,0,0,10,0.233333333,4.093333333,7,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
108,6201,AMR CORP,7/19/2002,10-Q,200207,edgar/data/6201/0000006201-02-000035.txt,12,46,-0.586206886,31,0.342847769,12.53713911,1045,3048,28,12,0.003937008,0.015091864,0.009186352,0.003937008,0,0,0,9,0.25,3.7,7,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
109,6201,AMR CORP,10/18/2002,10-Q,200210,edgar/data/6201/0000006201-02-000052.txt,35,61,-0.270833331,30,0.374435733,12.14977429,1576,4209,46,16,0.008315514,0.014492754,0.010928962,0.003801378,0,0,0,8,0.24,3.296,6,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
110,6201,AMR CORP,10/18/2002,10-Q/A,200210,edgar/data/6201/0000950134-02-012680.txt,8,16,-0.333333319,31,0.349602724,12.53984109,616,1762,22,5,0.004540295,0.00908059,0.012485812,0.002837684,0,0,0,9,0.321428571,3.728571429,9,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
111,6201,AMR CORP,10/18/2002,10-Q/A,200210,edgar/data/6201/0000950134-02-012682.txt,13,37,-0.47999999,33,0.333784699,13.33351388,986,2954,25,8,0.004400812,0.012525389,0.008463101,0.002708192,0,0,0,9,0.307692308,3.723076923,8,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
112,6201,AMR CORP,4/1/2003,NT 10-K,200304,edgar/data/6201/0000006201-03-000012.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,6201,AMR CORP,4/15/2003,10-K,200304,edgar/data/6201/0001047469-03-013301.txt,68,142,-0.352380951,19,0.41310708,7.765242832,2824,6836,141,89,0.009947338,0.020772382,0.020626097,0.01301931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
114,6201,AMR CORP,5/15/2003,10-Q,200305,edgar/data/6201/0000006201-03-000030.txt,22,45,-0.343283577,26,0.381343502,10.5525374,1300,3409,50,26,0.006453505,0.013200352,0.014667058,0.00762687,0,0,0,9,0.222222222,3.688888889,6,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
115,6201,AMR CORP,7/18/2003,10-Q,200307,edgar/data/6201/0000006201-03-000045.txt,41,81,-0.32786885,27,0.391085271,10.95643411,2018,5160,74,60,0.007945736,0.015697674,0.014341085,0.011627907,0,4,-0.99999975,20,0.348837209,8.139534884,75,215,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
116,6201,AMR CORP,10/16/2008,10-Q,200810,edgar/data/6201/0000006201-08-000060.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,52,-0.18181818,52,0.373850868,20.94954035,1830,4895,47,60,0,0,0,0,60
117,6201,AMR CORP,2/19/2009,10-K,200902,edgar/data/6201/0000006201-09-000009.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,6201,AMR CORP,4/16/2009,10-Q,200904,edgar/data/6201/0000006201-09-000016.txt,53,127,-0.411111109,53,0.387310098,21.35492404,2167,5595,108,76,0.009472744,0.022698838,0.019302949,0.013583557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,61,-0.370786513,52,0.391213389,20.95648536,1309,3346,65,63,0,0,0,0,139
119,6201,AMR CORP,7/15/2009,10-Q,200907,edgar/data/6201/0000006201-09-000029.txt,43,101,-0.402777775,59,0.370859213,23.74834369,1433,3864,60,42,0.011128364,0.026138716,0.01552795,0.010869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,-0.439999982,59,0.421779141,23.76871166,275,652,13,7,0,0,0,0,49
120,6201,AMR CORP,10/21/2009,10-Q,200910,edgar/data/6201/0000006201-09-000038.txt,43,90,-0.353383456,114,0.384355767,45.75374231,1936,5037,111,58,0.008536827,0.017867778,0.022036927,0.011514791,18,37,-0.345454539,81,0.3462028,32.53848112,816,2357,38,9,0,0,0,0,41,73,-0.280701752,107,0.374754742,42.9499019,1719,4587,94,55,0,0,0,0,122
121,6201,AMR CORP,11/6/2009,10-Q/A,200911,edgar/data/6201/0000006201-09-000040.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,6201,AMR CORP,2/17/2010,10-K,201002,edgar/data/6201/0000006201-10-000006.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,229,-0.590277776,35,0.458375378,14.18335015,1817,3964,164,88,0,0,0,0,88
123,6201,AMR CORP,4/21/2010,10-Q,201004,edgar/data/6201/0000006201-10-000013.txt,52,79,-0.206106869,86,0.411718953,34.56468758,1588,3857,86,56,0.013481981,0.02048224,0.022297122,0.014519056,4,8,-0.333333306,196,0.318066158,78.52722646,125,393,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
124,6201,AMR CORP,7/21/2010,10-Q,201007,edgar/data/6201/0000950123-10-066894.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,-0.19999998,20,0.357333333,8.142933333,134,375,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
125,6201,AMR CORP,10/20/2010,10-Q,201010,edgar/data/6201/0000950123-10-094605.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,-0.090909083,21,0.366391185,8.546556474,133,363,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,6260,ANACOMP INC,2/14/1994,10-Q,199402,edgar/data/6260/0000006260-94-000014.txt,0,0,0,5,0.466666667,2.186666667,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,6260,ANACOMP INC,5/12/1994,10-Q,199405,edgar/data/6260/0000006260-94-000016.txt,0,0,0,5,0.466666667,2.186666667,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,6260,ANACOMP INC,12/29/1997,10-K,199712,edgar/data/6260/0000006260-97-000011.txt,0,0,0,16,0.483870968,6.593548387,15,31,1,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,6260,ANACOMP INC,2/17/1998,10-Q,199802,edgar/data/6260/0000006260-98-000001.txt,8,10,-0.111111105,29,0.337220603,11.73488824,347,1029,6,11,0.007774538,0.009718173,0.005830904,0.01068999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
130,6260,ANACOMP INC,5/13/1998,10-Q,199805,edgar/data/6260/0000006260-98-000003.txt,17,21,-0.105263155,27,0.305281486,10.92211259,526,1723,10,9,0.009866512,0.012188044,0.005803831,0.005223447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
131,6260,ANACOMP INC,8/14/1998,10-Q,199808,edgar/data/6260/0000914121-98-000672.txt,13,30,-0.395348828,28,0.312647754,11.3250591,529,1692,16,11,0.007683215,0.017730496,0.009456265,0.006501182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
132,6260,ANACOMP INC,12/29/1998,10-K405,199812,edgar/data/6260/0001047469-98-045227.txt,18,47,-0.446153839,20,0.367757328,8.147102931,1079,2934,48,20,0.006134969,0.016019087,0.016359918,0.006816633,0,0,0,10,0.3,4.12,12,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
133,6260,ANACOMP INC,2/11/1999,10-Q,199902,edgar/data/6260/0000006260-99-000005.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.404761905,3.361904762,17,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,6260,ANACOMP INC,5/17/1999,10-Q,199905,edgar/data/6260/0000006260-99-000007.txt,0,0,0,6,0.461538462,2.584615385,6,13,0,0,0,0,0,0,0,0,0,8,0.45,3.38,18,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,6260,ANACOMP INC,8/13/1999,10-Q,199908,edgar/data/6260/0000006260-99-000010.txt,0,0,0,6,0.461538462,2.584615385,6,13,0,0,0,0,0,0,0,0,0,7,0.45,2.98,18,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,11860,BETHLEHEM STEEL CORP /DE/,11/12/1998,10-Q,199811,edgar/data/11860/0000011860-98-000022.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,11860,BETHLEHEM STEEL CORP /DE/,3/24/1999,10-K405,199903,edgar/data/11860/0001021408-99-000543.txt,0,0,0,7,0.392857143,2.957142857,11,28,0,1,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138,11860,BETHLEHEM STEEL CORP /DE/,5/14/1999,10-Q,199905,edgar/data/11860/0000011860-99-000025.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,11860,BETHLEHEM STEEL CORP /DE/,6/29/1999,10-K/A,199906,edgar/data/11860/0000011860-99-000030.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,11860,BETHLEHEM STEEL CORP /DE/,8/5/1999,10-Q,199908,edgar/data/11860/0000011860-99-000035.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,11860,BETHLEHEM STEEL CORP /DE/,11/2/1999,10-Q,199911,edgar/data/11860/0000011860-99-000042.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,11860,BETHLEHEM STEEL CORP /DE/,3/9/2000,10-K,200003,edgar/data/11860/0000011860-00-000019.txt,0,0,0,9,0.392857143,3.757142857,11,28,0,1,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,11860,BETHLEHEM STEEL CORP /DE/,5/3/2000,10-Q,200005,edgar/data/11860/0000011860-00-000022.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,11860,BETHLEHEM STEEL CORP /DE/,6/28/2000,10-K/A,200006,edgar/data/11860/0000011860-00-000025.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,11860,BETHLEHEM STEEL CORP /DE/,7/26/2000,10-Q,200007,edgar/data/11860/0000011860-00-000028.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,11860,BETHLEHEM STEEL CORP /DE/,10/25/2000,10-Q,200010,edgar/data/11860/0000011860-00-000038.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,12239,SPHERIX INC,4/2/2007,10-K,200704,edgar/data/12239/0001104659-07-024804.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,12239,SPHERIX INC,5/16/2007,NT 10-Q,200705,edgar/data/12239/0001104659-07-040463.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,12239,SPHERIX INC,5/18/2007,10-Q,200705,edgar/data/12239/0001104659-07-041441.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.999999,21,0.3125,8.525,20,64,8,0,0,0,0,0,0
150,12239,SPHERIX INC,5/23/2007,10-K/A,200705,edgar/data/12239/0001104659-07-042333.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,51,-0.416666661,15,0.468622657,6.187449063,575,1227,49,9,0,0,0,0,9
151,12239,SPHERIX INC,8/14/2007,10-Q,200708,edgar/data/12239/0001104659-07-062470.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.336734694,8.134693878,33,98,7,0,0,0,0,0,0,1,-0.999999,19,0.396551724,7.75862069,23,58,5,0,0,0,0,0,0
